group_id,program_code,req_category,item_type,course_code,min_credits,max_credits,department_id,min_cgpa,notes
762,SCSPE2432F,ENROLMENT,COURSE,MATA29H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
763,SCSPE2432F,ENROLMENT,COURSE,MATA30H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
764,SCSPE2432F,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
765,SCSPE2432F,ENROLMENT,COURSE,MATA32H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
766,SCSPE2432F,ENROLMENT,COURSE,MATA33H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
767,SCSPE2432F,ENROLMENT,COURSE,MATA35H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
768,SCSPE2432F,ENROLMENT,COURSE,MATA36H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
769,SCSPE2432F,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
770,SCSPE2432F,ENROLMENT,MIN_CGPA,,,,,2.0,"In order to remain in the Program, students must maintain a CGPA of 2.0 or higher after having attempted at least 4.0 credits. Students whose CGPA falls below 2.0 will be removed from the Program. Students removed from the program, for this reason, may request reinstatement if they complete at least 2.0 credits (none of which can be designated as CR/NCR) in the following session and raise their CGPA to at least 2.0. This opportunity will be provided only once."
771,SCSPE2432F,ENROLMENT,MIN_CREDITS_DEPT,,4.0,,,,"In order to remain in the Program, students must maintain a CGPA of 2.0 or higher after having attempted at least 4.0 credits. Students whose CGPA falls below 2.0 will be removed from the Program. Students removed from the program, for this reason, may request reinstatement if they complete at least 2.0 credits (none of which can be designated as CR/NCR) in the following session and raise their CGPA to at least 2.0. This opportunity will be provided only once."
772,SCSPE2432H,ENROLMENT,COURSE,MGEA02H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
773,SCSPE2432H,ENROLMENT,COURSE,MGEA06H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
774,SCSPE2432H,ENROLMENT,COURSE,MATA34H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
775,SCSPE2432H,ENROLMENT,COURSE,MGAB01H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
776,SCSPE2432H,ENROLMENT,COURSE,MGAB02H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
777,SCSPE2432H,ENROLMENT,COURSE,MGHA12H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
778,SCSPE2432H,ENROLMENT,COURSE,MGMA01H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
779,SCSPE2432H,ENROLMENT,COURSE,MGTA38H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
780,SCSPE2432H,ENROLMENT,MIN_CREDITS_TOTAL,,4.0,10.0,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
781,SCSPE2432H,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
782,SCSPE2432H,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
783,SCSPE2432H,ENROLMENT,COURSE,MATA34H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
784,SCSPE2432H,ENROLMENT,COURSE,MATA29H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
785,SCSPE2432H,ENROLMENT,COURSE,MATA30H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
786,SCSPE2432H,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
787,SCSPE2432H,ENROLMENT,COURSE,MATA32H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
788,SCSPE2432H,ENROLMENT,COURSE,MATA33H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
789,SCSPE2432H,ENROLMENT,COURSE,MATA35H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
790,SCSPE2432H,ENROLMENT,COURSE,MATA36H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
791,SCSPE2432H,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
792,SCSPE2432H,ENROLMENT,MIN_CGPA,,,,,2.0,"In order to remain in the Program, students must maintain a CGPA of 2.0 or higher after having attempted at least 4.0 credits. Students whose CGPA falls below 2.0 will be removed from the Program. Students removed from the program, for this reason, may request reinstatement if they complete at least 2.0 credits (none of which can be designated as CR/NCR) in the following session and raise their CGPA to at least 2.0. This opportunity will be provided only once."
793,SCSPE2432H,ENROLMENT,MIN_CREDITS_DEPT,,4.0,,,,"In order to remain in the Program, students must maintain a CGPA of 2.0 or higher after having attempted at least 4.0 credits. Students whose CGPA falls below 2.0 will be removed from the Program. Students removed from the program, for this reason, may request reinstatement if they complete at least 2.0 credits (none of which can be designated as CR/NCR) in the following session and raise their CGPA to at least 2.0. This opportunity will be provided only once."
794,SCSPE2431Q,ENROLMENT,COURSE,MGEA02H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, CSCA08H3, CSCA48H3, MATA34H3, MGHA12H3, MGMA01H3, and MGTA38H3."
795,SCSPE2431Q,ENROLMENT,COURSE,MGEA06H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, CSCA08H3, CSCA48H3, MATA34H3, MGHA12H3, MGMA01H3, and MGTA38H3."
796,SCSPE2431Q,ENROLMENT,COURSE,CSCA08H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, CSCA08H3, CSCA48H3, MATA34H3, MGHA12H3, MGMA01H3, and MGTA38H3."
797,SCSPE2431Q,ENROLMENT,COURSE,CSCA48H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, CSCA08H3, CSCA48H3, MATA34H3, MGHA12H3, MGMA01H3, and MGTA38H3."
798,SCSPE2431Q,ENROLMENT,COURSE,MATA34H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, CSCA08H3, CSCA48H3, MATA34H3, MGHA12H3, MGMA01H3, and MGTA38H3."
799,SCSPE2431Q,ENROLMENT,COURSE,MGHA12H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, CSCA08H3, CSCA48H3, MATA34H3, MGHA12H3, MGMA01H3, and MGTA38H3."
800,SCSPE2431Q,ENROLMENT,COURSE,MGMA01H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, CSCA08H3, CSCA48H3, MATA34H3, MGHA12H3, MGMA01H3, and MGTA38H3."
801,SCSPE2431Q,ENROLMENT,COURSE,MGTA38H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, CSCA08H3, CSCA48H3, MATA34H3, MGHA12H3, MGMA01H3, and MGTA38H3."
802,SCSPE2431Q,ENROLMENT,MIN_CREDITS_TOTAL,,4.0,10.0,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
803,SCSPE2431Q,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
804,SCSPE2431Q,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
805,SCSPE2431Q,ENROLMENT,COURSE,MATA34H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
806,SCSPE2431Q,ENROLMENT,COURSE,MATA29H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
807,SCSPE2431Q,ENROLMENT,COURSE,MATA30H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
808,SCSPE2431Q,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
809,SCSPE2431Q,ENROLMENT,COURSE,MATA32H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
810,SCSPE2431Q,ENROLMENT,COURSE,MATA33H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
811,SCSPE2431Q,ENROLMENT,COURSE,MATA35H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
812,SCSPE2431Q,ENROLMENT,COURSE,MATA36H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
813,SCSPE2431Q,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits just in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
814,SCSPE2431Q,ENROLMENT,MIN_CGPA,,,,,2.0,"In order to remain in the Program, students must maintain a CGPA of 2.0 or higher after having attempted at least 4.0 credits. Students whose CGPA falls below 2.0 will be removed from the Program. Students removed from the program, for this reason, may request reinstatement if they complete at least 2.0 credits (none of which can be designated as CR/NCR) in the following session and raise their CGPA to at least 2.0. This opportunity will be provided only once."
815,SCSPE2431Q,ENROLMENT,MIN_CREDITS_DEPT,,4.0,,,,"In order to remain in the Program, students must maintain a CGPA of 2.0 or higher after having attempted at least 4.0 credits. Students whose CGPA falls below 2.0 will be removed from the Program. Students removed from the program, for this reason, may request reinstatement if they complete at least 2.0 credits (none of which can be designated as CR/NCR) in the following session and raise their CGPA to at least 2.0. This opportunity will be provided only once."
816,SCSPE2432M,ENROLMENT,COURSE,MGEA02H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
817,SCSPE2432M,ENROLMENT,COURSE,MGEA06H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
818,SCSPE2432M,ENROLMENT,COURSE,MATA34H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
819,SCSPE2432M,ENROLMENT,COURSE,MGAB01H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
820,SCSPE2432M,ENROLMENT,COURSE,MGAB02H3,,,,,"Course Guidelines for Students Admitted to B.B.A. Programs Directly from High School Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
