course_code,course_code_prefix,offering_code,course_name,course_details,credits,prerequisites,corequisites,exclusions,breadth_requirements,course_experience,note,course_link
VPSC70,VPS,C70,Interdisciplinary Digital Art,"This course will extend digital art practice into a range of other Studio Art media, allowing students to explore the creation of hybrid works that fuse traditional mediums with new technologies. Students will have the opportunity to work on projects that utilize networking, kinetics, GPS, data mining, sound installation, the Internet of Things (IoT), and interactivity.",0.5,"2.5 credits at the B- or C-level in VPS courses including 0.5 credit taken from: VPSB56H3, VPSB58H3, VPSB76H3, VPSB80H3, VPSB86H3, VPSB88H3, VPSB89H3, VPSB90H3, NMEB05H3, NMEB08H3, or NMEB09H3; students enrolled in the Specialist and Major programs in Studio Art must also complete VPHA46H3",,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC70H3
VPSC71,VPS,C71,Performing with Cameras,"This course investigates the relationship of the body to the camera. Using both still and video cameras and live performance students will create works that unite the performative and the mediated image. The course will cover how the body is framed and represented in contemporary art, advertising and the media.",0.5,"VPHA46H3and [2.0 credits at the B- or C-level in VPS courses including 0.5 credit taken from: VPSB58H3, VPSB67H3, (VPSB75H3), VPSB76H3, or VPSB77H3]",,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC71H3
VPSC73,VPS,C73,Interdisciplinary Drawing,"Interdisciplinary Drawing Concepts will extend drawing into a range of other media, allowing students to explore the sculptural, temporal and performative potential of mark-making.",0.5,VPHA46H3and VPSB70H3and VPSB74H3and [an additional 1.0 credit at the B- or C-level in VPS courses],,VIS308H3,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC73H3
VPSC75,VPS,C75,Advanced Sculpture,Advanced Sculpture will provide students with an opportunity for a deeper investigation into various materials and fabrication techniques. This course will focus on the theory and practice of object making through studio assignments that develop a critical and technical literacy towards both traditional and non-traditional sculpture materials.,0.5,VPHA46H3and [VPSB59H3or VPSB71H3or VPSB86H3] and [an additional 1.5 credits at the B- or C-level in VPS courses],,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC75H3
VPSC76,VPS,C76,The Documentary Image,"Lens-based art forms such as photography and video have a rich tradition as a documentary practice. These media have engendered their own techniques, aesthetic, and cultural context. This course is designed to introduce students to the role of the documentary image in contemporary art practice, through personal, conceptual, and photo-journalistic projects accomplished outside of the studio.",0.5,VPHA46H3and VPSB56H3and [VPSB58H3or VPSB67H3] and [1.0 additional credit at the B- or C-level in VPS courses],,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC76H3
VPSC77,VPS,C77,Interdisciplinary Photography,"This course will expand photographic practice into a range of other media. Students will explore the sculptural, temporal, performative, and painterly potential of the photograph and photographic technologies.",0.5,VPHA46H3and VPSB56H3and VPSB67H3and [1.0 credit at the B- or C-level in VPS courses],,"VIS318H, FAS347Y","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC77H3
VPSC80,VPS,C80,Digital Publishing,"A course for students interested in designing and publishing artworks using digital tools. The emphasis will be on short-run printed catalogues, along with some exploration of e-books and blogs. Lessons will identify common editorial and image preparation concerns while introducing software for assembling images, videos, sounds, graphics, and texts into coherent and intelligently-designed digital publications. Creative solutions are expected.",0.5,VPHA46H3and VPSB56H3and [an additional 1.5 credits at the B- or C-level in VPS courses],,"(VPSB72H3), VIS328H","Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC80H3
VPSC85,VPS,C85,Essential Skills for Emerging Artists,"The studio-seminar course will provide students with discipline-specific historical, theoretical, professional, and practical knowledge for maintaining a sustainable art practice. Students will gain an understanding of how to navigate the cultural, social, political, and financial demands of the professional art world. Topics will include professional ethics, equity and diversity in the art world, understanding career paths, developing writing and presentation skills relevant to the artist, familiarity with grants, contracts and copyright, and acquiring hands-on skills related to the physical handling and maintenance of art objects.",0.5,2.0 FCE at the B-level in VPS,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC85H3
VPSC90,VPS,C90,Theory and Practice: Art and Globalization,"This open-media studio-seminar will examine the relationship between contemporary art and globalizing and decolonizing forces, focusing on key topics such as migration, diaspora, colonialism, indigeneity, nationalism, borders, language, translation, and global systems of trade, media, and cultural production. Students will explore current art practices shaped by globalization and will conceive, research, and develop art projects that draw from their experiences of a globalizing world.",0.5,2.5 credits at VPSB-level,,VIS325H,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/VPSC90H3
VPSC91,VPS,C91,Theory and Practice: Art and the Body,"This open-media studio seminar will examine the relationship between art and the body, focusing on key topics such as identity (gender, race, ethnicity, sexual orientation), intersectionality, subjectivity, representation, and the gaze. Students will explore artistic methods that are performative, experiential, sensory, and interactive. This course will also examine approaches to the body that consider accessibility, aging, healing, and care. Students will conceive, research, and develop art projects that address contemporary issues related to the body.",0.5,2.5 credits at VPSB-level,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC91H3
VPSC92,VPS,C92,Theory and Practice: Art and Materials,"This open-media studio-seminar will focus on material-based art practices and critical approaches to the material world. This course will explore topics such as sustainability and Indigenous reciprocity, feminist understanding of materials, the politics of labour, and the role of technology. This course will also examine key concepts such as craft, form, process, time, and dematerialization and consider the role that technique, touch, and participation play in the transformation of material. Students will conceive, research, and develop art projects that address contemporary approaches to material-based art making.",0.5,2.5 credits at VPSB-level,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC92H3
VPSC93,VPS,C93,Theory and Practice: Art and the Everyday,"This open-media studio-seminar will examine contemporary artists’ fascination with the everyday, focusing on art practices invested in observation, time, the ephemeral, the domestic, labour, humour, boredom, and failure. This course will also explore critical approaches to found materials and artistic strategies that intervene into everyday environments. Students will conceive, research, and develop art projects that explore the critical and poetic potential of everyday subject matter.",0.5,2.5 credits at the VPSB-level,,,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/VPSC93H3
