program_code,program_name,department_id,program_type,is_coop,is_limited_enrolment,total_credits,min_enrolment_cgpa,description
SCSPE2299T,SPECIALIST (CO-OPERATIVE) PROGRAM IN STATISTICS - Quantitative Finance Stream (SCIENCE),4,Specialist,1,1,,2.75,"Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: C. Dixon coopsuccess.utsc@utoronto.ca The Specialist (Co-operative) Program in Statistics is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Statistics upon graduation."
SCSPE2289Y,SPECIALIST (CO-OPERATIVE) PROGRAM IN STATISTICS - Statistical Machine Learning and Data Science Stream (SCIENCE),4,Specialist,1,1,,2.75,"Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: C. Dixon coopsuccess.utsc@utoronto.ca The Specialist (Co-operative) Program in Statistics is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Statistics upon graduation."
SCSPE2279Y,SPECIALIST (CO-OPERATIVE) PROGRAM IN STATISTICS - Statistical Science Stream (SCIENCE),4,Specialist,1,1,,2.75,"Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: C. Dixon coopsuccess.utsc@utoronto.ca The Specialist (Co-operative) Program in Statistics is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Statistics upon graduation."
SCSPE2432R,SPECIALIST (CO-OPERATIVE) PROGRAM IN STRATEGIC MANAGEMENT - Entrepreneurship Stream (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,,,"Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca Assistant Director: P. Brown E-mail: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Strategic Management is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, auditing, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPE2432P,SPECIALIST (CO-OPERATIVE) PROGRAM IN STRATEGIC MANAGEMENT - Management Strategy Stream (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,,,"Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca Assistant Director: P. Brown E-mail: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Strategic Management is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, auditing, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPEJOU,SPECIALIST (JOINT) PROGRAM IN JOURNALISM (ARTS),2,Specialist,0,1,,,"Program Advisor Email: acm-pm@utsc.utoronto.ca This program may be taken in fulfillment of the requirements of a four-year (20.0 credit) Honours Bachelor of Arts (BA) degree and requires four to five years to complete. In addition to completing the requirements for the Honours BA, students will also qualify for the Ontario Graduate Certificate in Contemporary Journalism from Centennial College. Courses are taught at both U of T Scarborough and Centennial College. For details, including campus location changes, please consult the Joint Programs website for the most up-to-date information."
SCSPEMIT,SPECIALIST (JOINT) PROGRAM IN MUSIC INDUSTRY AND TECHNOLOGY,2,Specialist,0,1,,,"The Specialist (Joint) program in Music Industry and Technology is a 4-year, undergraduate Joint program that will allow students to earn an Honours Bachelor of Arts (H.B.A.) degree from the University of Toronto and an Ontario College Certificate in Music Business and Technology from Centennial. The Specialist (Joint) program in Music Industry and Technology aims to provide long-term career preparation by offering practical, career-oriented courses in music business and technology, as well as their industry connections, in order to meet the needs of students who seek a combination of broad-based knowledge that can adapt to the rapidly changing landscape of music, business, and technology and career-ready skills. This program has limited enrolment. In addition to meeting the 2.0 CGPA requirement, applicants must fill out a joint program application form, which will be made available on ACM website closer to the enrollment timeline. The program requires 15.5 credits, of which 7.5 credits are taught at UTSC and 8.0 credits are taught at Centennial. The program takes four years (including one spring internship) to complete. In addition to attaining an Honours BA from UTSC, students will also qualify for the Ontario College Certificate in Music Business and Technology. Students will be able to choose from two possible Certificate options, depending on their course selections in the program:"
SCSPEPMD,SPECIALIST (JOINT) PROGRAM IN PARAMEDICINE (SCIENCE),7,Specialist,0,1,16.5,,Program Supervisor: W. Tavares Program Coordinator: paramedicine.utsc@utoronto.ca The Specialist (Joint) Program in Paramedicine is administered by the Department of Health and Society. Students who complete the requirements of the program will also qualify for the Paramedic Diploma from Centennial College. Students who have completed the requirements for Centennial's diploma are eligible to take the Ministry of Health exams required to qualify as a Primary Care Paramedic.
SCSPE1180,SPECIALIST PROGRAM IN ARTS MANAGEMENT - Field Placement Stream (ARTS),2,Specialist,0,0,,,"ACM Program Manager: acm-pm@utsc.utoronto.ca While a majority of the academic work in the program is based on the not-for-profit arts model, the skills that UTSC’s arts management students develop are transferable skills: critical thinking, organizational development, marketing, fundraising, public relations and public policy can be applied to many fields, and graduates may eventually opt to work in for-profit cultural industries such as commercial music, film and television, or even non-arts sectors that require similar abilities. For further information, please visit the Arts Management website. The Field Placement Stream of the program is designed to enhance the students’ understanding of Arts Management through substantial exposure to its practice in a minimum of two 300-hour not-for-credit placements."
SCSPE1190,SPECIALIST PROGRAM IN ARTS MANAGEMENT - Standard Stream (ARTS),2,Specialist,0,0,,,"ACM Program Manager: acm-pm@utsc.utoronto.ca While a majority of the academic work in the program is based on the not-for-profit arts model, the skills that UTSC’s arts management students develop are transferable skills: critical thinking, organizational development, marketing, fundraising, public relations and public policy can be applied to many fields, and graduates may eventually opt to work in for-profit cultural industries such as commercial music, film and television, or even non-arts sectors that require similar abilities. For further information, please visit the Arts Management website. The Standard Stream of the program is designed to give students a broad and deep understanding of Arts Management at the undergraduate level through academic courses but without full-field placements. This stream is well suited to students who have past or alternate practical experience in arts management."
SCSPE1376,SPECIALIST PROGRAM IN CHEMISTRY (SCIENCE),13,Specialist,0,0,14,,"For an updated list of Program Supervisors, please visit the Chemistry website. This program offers students a deep theoretical and practical learning experience in all aspects of modern chemistry. The first year of the program emphasizes learning fundamentals across various disciplines, including biology, chemistry, physics, and math. As students progress into upper years, this knowledge is applied to specialized courses focusing on the sub-disciplines of chemistry, including organic, inorganic, analytical, physical, and environmental chemistry. Students in this program will have the opportunity to contribute to the creation of scientific knowledge by participating in a directed research project in their fourth year. This program is ideally suited for students who wish to pursue graduate studies in chemistry or a related discipline, or to work in chemistry-related industries. The chemistry specialist program is accredited by the Canadian Society for Chemistry (CSC). It meets the national standards of education required by the CSC, ensuring that graduating students possess skills in both the core chemical concepts and practical laboratory skills that are necessary to thrive in today’s workforce. Graduates of these programs will receive a certificate stating that they have completed a nationally accredited chemistry program."
SCSPECIT,SPECIALIST PROGRAM IN CITY STUDIES (ARTS),9,Specialist,0,0,12,2.5.,"The Specialist program in City Studies (BA) will provide students with the skills and knowledge they will need to pursue specialized training at the graduate level in fields like public policy and municipal governance, urban planning, and community development, as well as other city-focused fields of studies. Students in the Specialist program will also have the opportunity to develop in-depth theoretical and conceptual knowledge in applied urban studies, quantitative and qualitative research and GIS skills, practical skills such as project management, facilitation and community consultation, and communication skills needed to succeed in a wide variety of urban professions. Students are encouraged to discuss the selection and sequencing of courses with the Program Advisor or Associate Chair (City Studies). Enrolment Requirements Enrolment in the Specialist is limited. Students may apply to enter the program after they have completed at least 4.0 credits, including the courses listed under Requirement 1 of the program."
SCSPE0510,SPECIALIST PROGRAM IN COMPUTER SCIENCE - Comprehensive Stream (SCIENCE),4,Specialist,0,0,,2,"Supervisor of Studies: R. Pancer (416-287-7679) Email: pancer@utsc.utoronto.ca Program Objectives This program provides a working knowledge of the foundations of computer science: modern computer software and hardware, theoretical aspects of computer science, and relevant areas of mathematics and statistics. It also imparts an appreciation of the discipline's transformative impact on science and society. The program prepares students for further study and for careers in the computing industry. It comprises four streams with different emphases:"
SCSPE0805,SPECIALIST PROGRAM IN COMPUTER SCIENCE - Entrepreneurship Stream (SCIENCE),4,Specialist,0,0,,2,"Supervisor of Studies: R. Pancer (416-287-7679) Email: pancer@utsc.utoronto.ca Program Objectives This program provides a working knowledge of the foundations of computer science: modern computer software and hardware, theoretical aspects of computer science, and relevant areas of mathematics and statistics. It also imparts an appreciation of the discipline's transformative impact on science and society. The program prepares students for further study and for careers in the computing industry. It comprises four streams with different emphases:"
SCSPE0455,SPECIALIST PROGRAM IN COMPUTER SCIENCE - Information Systems Stream (SCIENCE),4,Specialist,0,0,,2,"Supervisor of Studies: R. Pancer (416-287-7679) Email: pancer@utsc.utoronto.ca Program Objectives This program provides a working knowledge of the foundations of computer science: modern computer software and hardware, theoretical aspects of computer science, and relevant areas of mathematics and statistics. It also imparts an appreciation of the discipline's transformative impact on science and society. The program prepares students for further study and for careers in the computing industry. It comprises four streams with different emphases:"
SCSPE0795,SPECIALIST PROGRAM IN COMPUTER SCIENCE - Software Engineering Stream (SCIENCE),4,Specialist,0,0,,2,"Supervisor of Studies: R. Pancer (416-287-7679) Email: pancer@utsc.utoronto.ca Program Objectives This program provides a working knowledge of the foundations of computer science: modern computer software and hardware, theoretical aspects of computer science, and relevant areas of mathematics and statistics. It also imparts an appreciation of the discipline's transformative impact on science and society. The program prepares students for further study and for careers in the computing industry. It comprises four streams with different emphases:"
SCSPE1150,SPECIALIST PROGRAM IN CONSERVATION AND BIODIVERSITY (SCIENCE),3,Specialist,0,0,,2.0.,"Academic Program Supervisor: biodiversity@utsc.utoronto.ca This program presents a foundation for understanding how ecology and evolution shape organismal features (from morphology and physiology to behaviour) and the structure and function of communities and ecosystems. Ultimately these processes determine the broad patterns of organization of life on earth and biodiversity. The challenges to biodiversity are daunting. Habitat destruction, biological invasions and climate change are causing loss of species and disruption of ecosystems worldwide. Graduates are trained to understand and actively seek solutions to these problems. This program will show how ecological and evolutionary perspectives can be used to understand and predict the outcome of dynamic interactions among organisms, populations, species, and communities. Students will be well trained to take positions in government agencies, consulting firms or NGO's, able to continue with graduate studies in science for academic careers, or able to pursue careers in business or law related to environmental issues, stewardship and sustainable development. Note: This program was formerly known as the Specialist in Biodiversity, Ecology & Evolution (BSc)."
SCSPE0133,SPECIALIST PROGRAM IN ECONOMICS FOR MANAGEMENT STUDIES (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,0,0,16,2,Academic Director: A. Mazaheri  Email: ecoss.utsc@utoronto.ca This program will provide a specialization for those wishing for a substantial component of Economics in a Management degree leading to a B.B.A. The Program is designed to allow students to learn practical skills of data analysis and to combine them with the interpretive skills given by knowledge of economic theory. Enrolment Requirements
SCSPE1645,SPECIALIST PROGRAM IN ENGLISH (ARTS),5,Specialist,0,0,,,"For more information, contact eng-ugc.utsc@utoronto.ca Program Requirements 12.0 credits in English are required of which at least 3.0 credits must be at the C-level and 1.5 credits at the D-level. They should be selected as follows:"
SCSPE0361,SPECIALIST PROGRAM IN ENVIRONMENTAL CHEMISTRY (SCIENCE),13,Specialist,0,0,,,"For an updated list of Program Supervisors, please visit the Chemistry website. This program is intended for students who want an in-depth study of chemistry, with a specialization in how to apply chemistry to solve environmental problems. The first year of the program emphasizes learning fundamentals across various disciplines, including biology, chemistry, physics, math and environmental science. As students progress into upper years, they develop skills in the fundamental areas of chemistry while also taking specialized courses in environmental chemistry. In their fourth year, students have the opportunity to contribute to the creation of scientific knowledge by participating in a directed research project. Students who graduate from this program will be well qualified for positions in government and industry as well as several graduate programs. This program is accredited by the Canadian Society for Chemistry (CSC). It meets the national standards of education required by the CSC, ensuring that graduating students possess skills in both the core chemical concepts and practical laboratory skills that are necessary to thrive in today’s workforce. Graduates of these programs will receive a certificate stating that they have completed a nationally accredited chemistry program."
SCSPE0351A,SPECIALIST PROGRAM IN ENVIRONMENTAL GEOSCIENCE (SCIENCE),13,Specialist,0,0,,,"For an updated list of Programs Supervisors, please visit the Environmental Sciences website. This program has been designed to meet the expectations of the Association of Professional Geoscientists of Ontario (APGO) - the licensing and regulatory body responsible for ensuring that geoscientists have the appropriate qualifications to practice. Students are encouraged to make careful choice of optional/elective courses to meet APGO requirements. Please visit the APGO website for further information on requirements to become a Professional Geoscientist (P.Geo) in Ontario."
SCSPE1076B,SPECIALIST PROGRAM IN ENVIRONMENTAL PHYSICS (SCIENCE),13,Specialist,0,0,,,"For a list of updated Program Supervisors, please visit the Physics and Astrophysics website. Program Requirements Total Requirements: 16.0 credits"
SCSPE17806,SPECIALIST PROGRAM IN EVOLUTIONARY ANTHROPOLOGY (SCIENCE),1,Specialist,0,0,12,,"The Specialist Program in Evolutionary Anthropology is intended to provide the professionally oriented student with background preparation of sufficient breadth and depth to pursue specialized training at the graduate level. It is also designed to offer interested students a course structure as background for a wide range of occupations and professions. Students are encouraged to consult with the Undergraduate Counsellor regarding the selection of a course sequence appropriate to their interests and objectives. In exceptional circumstances, supervised research and reading courses are available at the C- and D-levels (ANTC04H3, ANTD32H3). These courses require special arrangements prior to registration. Read the descriptions for these courses carefully as restrictions apply. Program Requirements The Program requires completion of 12.0 credits, as indicated below."
SCSPE2156,SPECIALIST PROGRAM IN FRENCH (ARTS),10,Specialist,0,0,,,"For curriculum inquiries, contact the department's Program Coordinator: dls-ua@utsc.utoronto.ca This program is designed to provide students with a fundamental knowledge and grasp of principles and practices in core areas of French: language, grammar, linguistics, literature and culture. Enrolment in the CTEP program in French has been suspended indefinitely. Students who enrolled at UTSC prior to the 2014 Summer Session should refer to the 2013/14 UTSC Calendar."
SCSPEGAS,SPECIALIST PROGRAM IN GLOBAL ASIA STUDIES (ARTS),8,Specialist,0,0,,,"Undergraduate Coordinator: (416) 287-7184 Email: hcs.advising.utsc@utoronto.ca Program Requirements Students must complete 12.0 credits, of which at least 4.0 credits must be at the C- or D-level, including at least 1.0 credit at the D-level:"
SCSPE0371,SPECIALIST PROGRAM IN GLOBAL ENVIRONMENTAL CHANGE (SCIENCE),13,Specialist,0,0,,,"For an updated list of Programs Supervisors, please visit the Environmental Sciences website. This program was formerly known as Specialist in Environmental Biology. Humans are considered to be the dominant force shaping nearly all of Earth’s biotic and abiotic patterns and processes, including those within the world’s atmosphere, biosphere, cryosphere, hydrosphere, and lithosphere. Many scientists now suggest that anthropogenic impacts on the environment are so pervasive, that they have moved Earth into a novel geological epoch called “The Anthropocene”: a time in Earth’s 4.6 billion-year history where humans are the dominate force shaping the environment. In the Specialist program in Global Environmental Change students will gain a deep understanding of: 1) the fundamental environmental processes occurring within Earth’s spheres; 2) how humans are profoundly influencing these processes at local and global scales; and 3) how anthropogenic changes to Earth’s environment are both unfolding rapidly, and unique in the context of Earth’s history. The program entails learning these themes through a comprehensive mix of: 1) core and advanced scientific courses; 2) applied environmental skills courses; and 3) undergraduate environmental research opportunities. Program Requirements"
SCSPE0652,SPECIALIST PROGRAM IN HISTORY (ARTS),8,Specialist,0,0,,,"Undergraduate Coordinator: (416) 287-7184 Email: hcs.advising.utsc@utoronto.ca Program Requirements Students must complete at least 12.0 credits in History, including:"
SCSPE0215,SPECIALIST PROGRAM IN HUMAN BIOLOGY (SCIENCE),3,Specialist,0,0,15,2.0.,"Academic Program Supervisor: human-biology@utsc.utoronto.ca The Specialist in Human Biology provides a solid foundation of introductory science courses and core biology courses while emphasizing, in the upper years, issues related to human health, the nature of humans and their culture as well as the interaction of the human species with the environment. The first year of the program emphasizes introductory courses in biology, chemistry, calculus, physics and psychology. The second year of the program emphasizes core courses in cell biology, molecular biology, physiology, ecology, evolution and anatomy that provide the basis for continued specialization in the third and fourth years. The upper years of the program emphasize specialized courses in anatomy, biochemistry, endocrinology, immunology, microbiology, physiology, psychology, pathology and pathobiology. This program is suited for those students who wish to go onto health-related fields such as medicine, dentistry, nursing, pharmacy, physiotherapy and health policy/management or graduate studies in these, and other, areas such as physiology, medicine and endocrinology. Enrolment Requirements"
SCSPE1666H,SPECIALIST PROGRAM IN HUMAN GEOGRAPHY (ARTS),9,Specialist,0,0,,,"The Specialist in Human Geography expands upon, and enhances, the course requirements and learning outcomes of the Major in Human Geography. It is a more in-depth program that allows a deeper exploration of Human Geography, thus creating an opportunity for advanced students to engage in a richer, more intensive program, and allowing them to gain a sufficient depth of knowledge, and the enhanced methods and skills training they will need, for graduate studies or to compete in employment markets. The Specialist program will pair nicely with the Minor in GIS, or the Minor in City Studies. Program Requirements Students must complete 12.0 credits as follows:"
SCSPE1030A,SPECIALIST PROGRAM IN INTEGRATIVE BIOLOGY (SCIENCE),3,Specialist,0,0,,2.0.,"Academic Program Supervisor: integrative-biology@utsc.utoronto.ca The Integrative Biology program allows students to pursue a specialist program built on a broad, multi-perspective approach towards understanding biological complexity. This program provides students with a solid foundation in core biological areas (cellular and organismal biology, ecology and conservation, genes and development) and builds on this knowledge base in third and fourth years. A key advantage to this program is that it allows students to pursue specialization in more than one area at the same time, providing students with a broad understanding of biology. Many of the biggest issues facing today’s planet require scientists that are capable of bringing different and complementary perspectives to look for solutions, and this program provides the coursework and training to help undergraduates build this knowledge base. Students who are interested in careers in conservation biology, ecology, environmental sciences, cellular/organismal biology, as well as ones interested in careers in medicine and other health professions, will benefit from this program. Enrolment Requirements"
SCSPE2540A,SPECIALIST PROGRAM IN INTERNATIONAL DEVELOPMENT STUDIES (ARTS),6,Specialist,0,0,13,,"Program Requirements This program requires the completion of 13.0 credits, of which at least 4.0 credits must be at the C- or D-level including at least 1.0 credit at the D-level. 1. Introduction to International Development Studies (2.0 credits as follows)"
SCSPE2540B,SPECIALIST PROGRAM IN INTERNATIONAL DEVELOPMENT STUDIES (SCIENCE),6,Specialist,0,0,,,Program Requirements: This program requires 13.5 credits of which at least 4.0 credits must be at the C-or D- level including at least 1.0 credit at the D-level. 1. Introduction to Sciences and International Development Studies (4.5 credits):
SCSPE0506,SPECIALIST PROGRAM IN LINGUISTICS (ARTS),10,Specialist,0,0,,,"For curriculum inquiries, contact the department's Program Coordinator: dls-ua@utsc.utoronto.ca Program Requirements Students must complete 12.0 credits, including 4.0 credits at the C- and D-level of which 1.0 credit must be at the D-level as follows:"
SCSPE24313,SPECIALIST PROGRAM IN MANAGEMENT (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,0,0,13,2,Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca This program is designed to give students a broad exposure to all functional areas of Management as well as a solid grounding in Economics. Enrolment Requirements
SCSPE2432A,SPECIALIST PROGRAM IN MANAGEMENT AND ACCOUNTING (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,0,0,14.5,2,"Academic Director: S. Ahmed Email: mgmtss@utsc.utoronto.ca This Program is designed students interested in acquiring a concentrated core of accounting and related knowledge that is required to become a professional accountant. It provides a solid foundation to prepare students to become Chartered Professional Accountants after graduation. In addition, the Specialist Program provides students with the personal and professional attributes necessary to build a successful career in senior management. The Program encompasses topics such as introductory to advanced financial and managerial accounting, assurance, taxation, economics, and finance. There is also a range of more advanced electives which cover topics and competencies that incorporate critical thinking and ethical decision making."
SCSPE2432F,SPECIALIST PROGRAM IN MANAGEMENT AND FINANCE (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,0,0,13.5,2,"Academic Director: S. Ahmed Email: mgmtss@utsc.utoronto.ca This Program builds on the core of the Specialist in Management Program and offers a deeper and wider coverage of Finance topics. The Program will equip students with a comprehensive understanding of financial issues and concepts, and with a firm mastery of methodologies and problem solving skills required in modern-day finance. Enrolment Requirements"
SCSPE2432H,SPECIALIST PROGRAM IN MANAGEMENT AND HUMAN RESOURCES (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,0,0,13.5,2,"Academic Director: S. Ahmed Email: mgmtss@utsc.utoronto.ca This Program is designed to give students a broad exposure to all functional areas of Management as well as specialization in the area of Human Resource Management (HRM). HRM is an area that encompasses topics such as recruitment and selection, performance management, compensation, and industrial relations. By taking a B.B.A. with a specialist in HRM, you will be qualified to work in any area of Human Resource Management, to take a graduate degree in HRM (potentially with advance standing), and you will be well prepared for the CHRP certification exam required by many organizations for upper-level HR positions. In order to qualify for CHRP certification, you must maintain an average of at least 70% across the 9 courses required by CHRP and at least 65% in each of those 9 courses. By completing this Specialist Program in Management and Human Resources, you will cover the nine required CHRP courses."
SCSPE2431Q,SPECIALIST PROGRAM IN MANAGEMENT AND INFORMATION TECHNOLOGY (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,0,0,14,2,Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca This Program is designed to give students a broad exposure to all functional areas of Management as well as a solid grounding in Computer Science. Enrolment Requirements
SCSPE2432M,SPECIALIST PROGRAM IN MANAGEMENT AND MARKETING (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,0,0,13.5,2,"Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca This Program gives students the perspective of the overall organization and beyond. In addition to the company focus, Marketing also ensures that students take an external orientation by having an in-depth understanding of the competition and the consumer. While developing a good understanding of all the issues involved in developing marketing strategy, the student will learn to implement the tools of marketing tactics. Enrolment Requirements"
SCSPE11659,SPECIALIST PROGRAM IN MATHEMATICS - Comprehensive Stream (SCIENCE),4,Specialist,0,0,,,"Supervisor of Studies: Prof. Michael Cavers michael.cavers@utoronto.ca Program Objectives This program provides the student with a sound foundation in the main areas of mathematics, and some exposure to computer programming and statistics. It comprises three streams: Comprehensive, Statistics, and Teaching, each serving a more specific goal."
SCSPE11655,SPECIALIST PROGRAM IN MATHEMATICS - Statistics Stream (SCIENCE),4,Specialist,0,0,,,"Supervisor of Studies: Prof. Michael Cavers michael.cavers@utoronto.ca Program Objectives This program provides the student with a sound foundation in the main areas of mathematics, and some exposure to computer programming and statistics. It comprises three streams: Comprehensive, Statistics, and Teaching, each serving a more specific goal."
SCSPE11653,SPECIALIST PROGRAM IN MATHEMATICS - Teaching Stream (SCIENCE),4,Specialist,0,0,,,"Supervisor of Studies: Prof. Michael Cavers michael.cavers@utoronto.ca Program Objectives This program provides the student with a sound foundation in the main areas of mathematics, and some exposure to computer programming and statistics. It comprises three streams: Comprehensive, Statistics, and Teaching, each serving a more specific goal."
SCSPE1995,SPECIALIST PROGRAM IN MEDICINAL AND BIOLOGICAL CHEMISTRY (SCIENCE),13,Specialist,0,0,,,"For an updated list of Program Supervisors, please visit the Chemistry website. Chemistry is an integral component of medical science, and fundamentally impacts key aspects of modern medicine, including diagnosis, prevention, treatment, and understanding of diseases. The Medicinal & Biological Chemistry program is intended for students who want to specialize in chemistry, and in particular, its applications to medicine and broader scientific areas related to human health. The first year of the program emphasizes learning fundamentals across various disciplines, including biology, chemistry, physics, and math. In the second year, additional coursework helps students to build the fundamental connection between chemistry and human health. In their third and fourth years, students will explore more specific topics related to medicinal and biological applications, such as drug development and chemical technologies in diagnosis. In their fourth year, students will have the opportunity to contribute to the creation of scientific knowledge in this field by participating in a directed research project. The combination of coursework and research experience makes this program ideally suited for students who wish to pursue graduate studies in medicinal, pharmaceutical and biological chemistry or a related discipline, or to work in health-related industries. It is also excellent preparation for students wishing to pursue professional schools such as medicine, pharmacy or law. Enrolment Requirements"
SCSPE1160M,SPECIALIST PROGRAM IN MENTAL HEALTH STUDIES (SCIENCE),15,Specialist,0,1,12.5,,"Enrolment Requirements Enrolment in the Program is limited. Admission will require: (a.) completion of any Grade 12 U/M high school math course or equivalent (or successful completion of the UTSC Online Mathematics Preparedness Course or equivalent), and"
SCSPE1203,SPECIALIST PROGRAM IN MOLECULAR BIOLOGY AND BIOTECHNOLOGY (SCIENCE),3,Specialist,0,0,,2.0.,"Supervisor Email: molecular-biology-biotechnology@utsc.utoronto.ca The Molecular Biology and Biotechnology program strives to help students construct a broad foundation of knowledge across the major disciplines of biology in the first two years of study, and combines this knowledge with an increasingly analytical and reflective approach to learning. Upon this base, students deepen their knowledge of biological processes that occur at the cellular and molecular level through the course work of their third and fourth years. This is a laboratory-rich program that integrates an understanding of chemical and physical processes with our complex biological systems. Because of broad training in biology and rigorous cross-training in cognate disciplines, graduates are well-positioned to apply to professional and graduate schools or work in a broad range of government regulatory agencies, clinical or research-focused industries and other careers that require the union of strong analytical and technical skills. Note: This program was formerly known as the Specialist in Cell and Molecular Biology (BSc)."
SCSPE1272,SPECIALIST PROGRAM IN NEUROSCIENCE - Cellular/Molecular Stream (SCIENCE),15,Specialist,0,1,,,"The Specialist program in Neuroscience is a research-intensive program designed to provide students with strong breadth in the major domains of neuroscience. The Cellular/Molecular stream explores the nervous system at its most fundamental level, investigating the influence of genes, signaling molecules, and cellular morphology on the development and maintenance of brain function, predominantly through the use of in vitro techniques (e.g., immunohistochemistry, patch clamp). Students may not combine a Neuroscience Specialist program with a Minor or Major program from the Department of Biological Sciences. Enrolment in the Program is limited. The admission requirements may change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enrol in backup programs."
SCSPE1172,SPECIALIST PROGRAM IN NEUROSCIENCE - Cognitive Stream (SCIENCE),15,Specialist,0,1,,,"The Specialist program in Neuroscience is a research-intensive program designed to provide students with strong breadth in the major domains of neuroscience. The Cognitive stream focuses on understanding the neural basis of human cognition (e.g., language, memory, attention, decision-making) predominantly through the use of patient neuropsychology and neuroimaging techniques (e.g., magnetic resonance imaging (MRI), electroencephalography (EEG)). Students may not combine a Neuroscience Specialist program with a Minor or Major program from the Department of Biological Sciences. Enrolment in the Program is limited. The admission requirements may change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enrol in backup programs."
SCSPE1372,SPECIALIST PROGRAM IN NEUROSCIENCE - Systems/Behavioural Stream (SCIENCE),15,Specialist,0,1,,,"The Specialist program in Neuroscience is a research-intensive program designed to provide students with strong breadth in the major domains of neuroscience. The Systems/Behavioural stream examines the neural mechanisms underlying behaviour and how brain circuits work together to analyze external stimuli, internal biological states, and past experiences in order to coordinate appropriate responses, predominantly through the use of in vivo approaches in behaving subjects (e.g., optogenetics, chemogenetics). Students may not combine a Neuroscience Specialist program with a Minor or Major program from the Department of Biological Sciences. Enrolment in the Program is limited. The admission requirements may change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enrol in backup programs."
SCSPE0231,SPECIALIST PROGRAM IN PHILOSOPHY (ARTS),12,Specialist,0,0,,,"Program Supervisor Email: philosophy-program-supervisor@utsc.utoronto.ca Program Requirements Students must complete at least 12.0 credits in Philosophy including PHLB50H3 Symbolic Logic I or PHLB55H3 Puzzles and Paradoxes, and at least 5.0 credits at the C- or D-level of which 1.0 must be at the D-level. MATC09H3 can be used as a Philosophy course for these purposes. Students are encouraged, though not required, to complete at least 0.5 credit as a reading course at the D-level."
SCSPE1660,SPECIALIST PROGRAM IN PHYSICAL AND MATHEMATICAL SCIENCES (SCIENCE),13,Specialist,0,0,,,"For a list of updated Program Supervisors, please visit the Physics and Astrophysics website. This program provides a framework of courses in the Physical Sciences based upon a firm Mathematical foundation, relating Astronomy, Chemistry, Computer Science, Physics and Statistics. It prepares students for careers in teaching, industry, and government as well as for further studies at the graduate level. Students are advised that course substitutions will not be permitted without the advance approval of the Program Supervisor."
SCSPE1234A,SPECIALIST PROGRAM IN PHYSICS AND ASTROPHYSICS (SCIENCE),13,Specialist,0,0,,,"For a list of updated Program Supervisors, please visit the Physics and Astrophysics website. Students are advised that course substitutions will NOT be permitted without the advance approval of the Program Supervisor. Program Requirements:"
